sentence_id,1-gram_add1,1-gram_addk,1-gram_tokentype,2-gram_add1,2-gram_addk,2-gram_tokentype,3-gram_add1,3-gram_addk,3-gram_tokentype,4-gram_add1,4-gram_addk,4-gram_tokentype
255,7.258079673978619e-125,1.0050135419824607e-124,1.7153667608636174e-152,1.1239284600723712e-139,7.579705503310931e-133,1.3057081379577314e-149,1.4286400323725032e-142,1.6480756469392775e-135,1.7050158452812555e-143,7.189346970174768e-143,1.1129334205426799e-135,7.189346970174768e-143
256,1.8449435005044843e-212,4.7275523133068413e-212,2.390418449797792e-264,1.3068163778464279e-232,7.887782127671057e-220,5.7636151421268775e-258,1.8409215915833826e-244,4.938434989784777e-232,3.572438268054633e-249,5.133904101685487e-246,1.02818865588367e-233,6.691088614025105e-247
257,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
258,2.111670171927885e-256,1.7855642765049123e-255,1.187273796666e-312,4.977158541826976e-276,1.6013735419261659e-260,1.2932142254858316e-305,8.3750363256221e-288,4.934248166221902e-273,6.056802003338069e-294,2.243685180928375e-289,1.0343523613362735e-274,7.899011315129637e-291
259,5.145269874093928e-216,5.729911874167215e-215,1.7090965262867145e-272,1.1967322206084352e-239,5.549265328554566e-226,4.161177412909752e-266,7.72432849141069e-253,2.997900912264144e-240,2.409068583334182e-258,3.877204587497728e-254,1.1468546538924088e-241,8.183275344468654e-255
260,2.180085570037767e-233,9.546696310280946e-233,1.760888182995778e-296,1.787133469638071e-259,7.933266291759551e-245,1.2398576178350851e-289,6.974924938636815e-274,4.780144836567351e-260,1.1052228886205428e-279,2.1598635924556835e-276,7.264406204278424e-263,1.426227038283824e-277
261,3.3774438263410635e-121,1.1078496072179891e-120,2.7955026682804352e-160,2.8037891241516057e-137,3.229153016008043e-129,4.8445884775700244e-155,2.8613322462223295e-148,1.6827778441964116e-140,7.597126883661861e-152,1.2344946212458713e-149,6.1841065584309575e-142,2.6478023266284013e-150
262,4.5820892202704373e-209,2.2301935548621674e-208,1.4538004876695778e-260,3.075685379831936e-231,2.42807480467274e-218,1.2393007002783772e-254,1.1654249755763141e-240,2.1880805946110523e-228,5.154050183626634e-246,5.187651839067573e-243,4.544380689724971e-231,3.210180546891291e-244
263,2.900613536583016e-191,5.712992584436141e-190,3.365203742676438e-260,2.6153344866795415e-219,8.15350822007445e-206,7.84922530479507e-254,2.58036017017091e-238,1.0024638200550673e-225,5.533179769808964e-247,3.879733088629577e-242,4.769763982510291e-230,9.731602949826074e-244
264,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
265,1.9480243769391877e-149,9.126425211388509e-149,1.4723899077264508e-192,4.062530368097153e-166,4.553183882030628e-156,6.824393002764362e-187,3.094423331899646e-177,5.269990711776509e-168,4.1966681521656275e-182,8.770180708087371e-180,8.68095296817589e-171,1.4109401937733138e-180
266,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
267,8.698577637200666e-49,1.707216565778439e-48,1.0061525669610781e-56,6.0725389064649e-51,5.635597828482732e-48,3.6271209077839804e-55,1.4824894584217983e-53,1.0223542608763565e-50,2.751603009012714e-54,7.430572967562777e-54,6.849051785608919e-51,7.430572967562777e-54
268,4.430674659630272e-36,1.0050298833631476e-35,1.1810460044231464e-44,1.4693335732928609e-41,2.3078617565612816e-39,3.331202492888601e-44,1.9887915163065428e-42,4.07246783738022e-40,6.9952622981852024e-43,9.949789909625391e-43,2.7181636987254877e-40,9.949789909625391e-43
269,7.405362417882469e-70,2.7565110687670003e-69,8.198648183359632e-85,2.0433767210212e-74,6.385148517560963e-70,5.297945628245271e-83,4.813534618519805e-79,7.294528154132263e-75,6.406922575420276e-81,8.098064448877985e-80,1.2741008693360824e-75,4.050219469172987e-80
270,8.526397635053658e-100,3.9916746071874515e-99,1.7984422038029718e-132,6.643264080096044e-115,3.785284994729649e-108,5.4396269730997825e-130,1.8451047586656727e-122,4.9571110713038486e-116,1.5821888338471095e-125,2.5172007102712788e-124,5.128963977970971e-118,1.0498473713762631e-124
271,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
272,1.3294103061389374e-59,3.487832346386361e-59,1.05566602554673e-76,3.373134434098844e-67,4.036760201219792e-63,2.589105828027027e-75,2.360893387039428e-71,1.81661479190658e-67,2.3728490161081993e-73,2.119129139599631e-72,1.4818271179789603e-68,7.453704450005337e-73
273,8.02418272711219e-139,4.15580184990852e-138,2.0502459240197864e-180,2.411217771729426e-159,1.4360601359125542e-150,4.70639805200971e-177,3.7485172889379916e-168,8.540378101394022e-160,1.7046526856362225e-171,7.835169168762307e-169,2.070344321055718e-160,4.898416514506097e-169
274,7.948619413440746e-167,1.4515161421515836e-166,1.1158346186192857e-204,8.277042278069897e-180,1.0735194372331874e-169,1.8951049722556375e-199,5.762179435913004e-190,2.032254574741771e-180,4.675096416486248e-194,4.3689821393312565e-191,1.3139610274018292e-181,1.2293767898259984e-191
275,5.45568076450588e-45,1.8618723470257831e-44,1.1442339953113639e-56,6.531870741949874e-51,4.730131593557392e-48,1.0604969443102882e-55,2.219615654113566e-53,1.6976291799827058e-50,4.556997039181986e-54,7.429846829287827e-54,6.847713426686474e-51,5.572929725672084e-54
276,3.389732501925887e-52,9.60026560553911e-52,9.228108010942899e-61,9.989967992623119e-57,7.488904510073678e-54,3.140975538994328e-60,4.355978124311275e-57,5.01688451472694e-54,3.26730288404593e-57,1.4522765498998883e-57,2.0075383836665134e-54,1.0893138635011892e-57
277,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
278,4.216809398173447e-190,2.6358366919624226e-189,1.116949694181248e-240,2.6485519269288465e-206,1.1108733533272975e-193,3.493454409731722e-233,5.2151803589980446e-222,1.1102749093864896e-210,3.24088401103582e-228,1.8170589561400693e-224,2.095920287305234e-213,1.6092919100991525e-225
279,1.5449920560977325e-45,2.632352190600557e-45,9.936465968410004e-53,7.913799016509753e-49,3.0110310399948584e-46,5.8256666561149886e-52,7.597021140881977e-50,3.4988442560075164e-47,2.9564185789885747e-50,3.8014811302051165e-50,2.3362115640712025e-47,3.8014811302051165e-50
280,1.7909467678823516e-62,2.1594994531554544e-62,1.1412732909245898e-72,1.994611255101546e-65,8.59113315082124e-62,1.0930900745614807e-70,3.2403928166716445e-68,1.2542934692650425e-64,2.2087701958085847e-69,1.0845703247132923e-68,5.058464417642192e-65,8.135072419461822e-69
281,5.677373908010947e-221,1.2168444591885907e-219,2.4005744313765088e-288,1.508278103447093e-247,5.36775655675506e-233,3.525352791187341e-282,1.8072365420149495e-266,5.646610055086032e-253,9.8366492893244e-274,5.654213539071218e-269,8.455377598947824e-256,3.2661932267209593e-270
282,4.501697263292864e-103,1.6248621413239761e-102,1.5331322377610258e-132,3.9512824478295377e-113,5.18000034821034e-106,6.795172908202878e-128,3.989137671977863e-121,1.610865711627843e-114,5.021162294706957e-125,2.5088588511423195e-123,6.62358397988216e-117,2.590753054978929e-124
283,9.89545229631425e-56,1.5318139751339015e-55,1.0803747818647632e-64,1.0998952353521506e-55,3.471987493112755e-52,3.889773119978947e-61,1.400518974394668e-59,3.448018688783481e-56,4.723285116845554e-61,1.4172693190694388e-60,3.7165700202122803e-57,7.978275556485058e-61
284,2.525736747100461e-113,1.8306679273347902e-112,1.329090024852009e-148,2.461981405989995e-127,2.3614735647380853e-119,1.203189057502257e-144,1.994162617679752e-137,2.8733224350485976e-130,1.0568684358295931e-141,5.5133324592598636e-139,6.318379521918311e-132,1.7239267864317884e-139
285,7.503055630868065e-260,9.469885770109607e-260,5e-324,2.7289062167052543e-282,2.6796201579098064e-266,5.505935383e-315,7.366322229852127e-298,1.1912264697987057e-282,1.3521325928728249e-305,2.3447105051637675e-301,1.7431254925646938e-286,7.034233700196947e-303
286,2.8614131612985393e-54,4.528606615703704e-54,1.0926274913913807e-64,2.6987179377162254e-60,2.7740596837093515e-57,1.9829773472091713e-63,5.6751719203967735e-61,8.821327357635404e-58,2.6612768814043572e-61,2.8389728003679666e-61,5.886633682866363e-58,2.8389728003679666e-61
287,1.84707093360431e-179,1.2269566626494806e-178,1.8720231891458406e-228,1.4701719029037873e-195,9.530685782625395e-184,8.837275256407674e-222,3.950835901923568e-210,3.34484446825823e-199,8.959572454368776e-217,2.4342920558566345e-213,8.326138953064255e-203,2.1425481688912576e-214
288,9.467391541637025e-69,1.2596003503266503e-68,1.4878602149816593e-80,4.720217289379998e-75,2.1241652078039512e-71,8.986819224643274e-79,8.283510520425614e-76,6.515116040099725e-72,2.3308759906373728e-76,4.1441845608578e-76,4.348506599068121e-72,4.1441845608578e-76
289,1.2599857009927168e-44,4.613813497464139e-44,1.2594062940120952e-60,3.6332869021062015e-49,8.376085400656542e-46,1.0003608311585678e-59,8.246342083390797e-55,1.573625428210319e-51,3.7918679772979806e-58,7.585850887912362e-57,1.4352648897739573e-53,7.433332045876502e-58
290,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
291,2.600523828971263e-177,1.3896462073691871e-176,9.910376432108896e-225,2.068677364642874e-202,1.654152185103403e-191,1.3572241700266084e-219,8.335266512812055e-209,1.9390943201028117e-198,8.467842497662083e-212,1.2468450096819507e-209,2.846712551349856e-199,5.2616697931631546e-210
292,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
293,3.6654997905241305e-157,6.36657297513268e-157,2.313719249576193e-192,4.076030462894892e-175,3.2003233360395366e-166,4.940987380697128e-189,1.7463445746047775e-179,1.2907575031055331e-170,6.782371932532294e-182,5.852502975746472e-180,5.218757502792255e-171,4.389806217074887e-180
294,8.798923517283449e-189,2.5548189190550674e-188,1.893238666688121e-236,3.641357375372307e-206,2.4733765294863223e-194,3.147880477961939e-229,1.8129870215078596e-218,2.2263348897373292e-207,5.137051629391265e-224,9.29426046258882e-221,7.146401525252753e-210,1.2028934530617747e-221
295,4.77845556999976e-40,7.825411295820486e-40,1.017704222529477e-44,3.0284407450259227e-41,5.4067204795637337e-39,2.7740487454549363e-43,1.987820445682249e-42,4.068494465717928e-40,7.369494437594285e-43,9.949789909625391e-43,2.7181636987254877e-40,9.949789909625391e-43
296,2.542706994359345e-91,9.076376811044864e-91,1.4828532769929604e-116,2.4782577219281368e-99,4.43835069652428e-93,8.75898793574008e-113,7.473784599925783e-106,6.314441500943312e-100,8.381896480747607e-110,1.2012134453274254e-108,6.95230577665462e-103,1.6541244732168953e-109
297,3.6685800465827326e-152,1.8302200589254302e-151,1.8317568026032582e-192,4.3600155406616195e-166,5.708552640934113e-156,7.507675991507736e-187,6.540036046571962e-178,9.883389721789006e-169,8.723496619922335e-184,5.849072434805456e-180,5.212642369069291e-171,1.1574684361427927e-180
298,6.378574849092885e-144,1.5530876023858325e-143,1.9816746008738513e-184,4.631059665215933e-163,4.5452935314583953e-154,1.1234174086340933e-179,2.3701189106941064e-171,1.0581326602959132e-162,5.4228506988220535e-174,2.29635675366749e-172,1.0108116394668054e-163,1.0339463365441025e-172
299,5.9218986265981105e-248,1.371723002911342e-247,3.03902364785e-312,7.793347317417426e-280,3.557210860725018e-265,4.728185502640404e-306,6.115850889581742e-290,1.1194442495937035e-275,2.4899900563740562e-294,3.1553221438726952e-291,5.374674400442729e-277,1.1843879325502908e-291
300,3.249770634827899e-34,6.276737646842143e-34,1.1883605169773377e-40,2.75669827537999e-37,3.1728458356329434e-35,7.75185880871473e-40,1.0177640584698734e-38,1.3899332728978689e-36,5.7260419068024786e-39,5.0903125177643506e-39,9.271656376352638e-37,5.0903125177643506e-39
301,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
302,1.9110352527984517e-59,4.5085216304499095e-59,1.379629159314472e-72,3.389763694556572e-65,1.2789990711191609e-61,3.1100001014403697e-71,2.1421088644259527e-68,7.400757268116121e-65,1.644681779658136e-69,1.0846763225949095e-68,5.059453074813626e-65,1.0846763225949095e-68
303,3.069690060952378e-156,2.624126038781247e-155,2.2385626943296947e-212,2.1739219377640765e-174,5.775500367115297e-163,3.0314467109912843e-205,2.3996130481456053e-192,1.0690527737242571e-181,1.6621560308727637e-200,1.5572895636281808e-197,1.6775318838783557e-187,1.1911864129309773e-199
304,1.934380721699198e-31,5.022618380861991e-31,9.47407563635655e-37,6.722773025740404e-34,5.176244178348794e-32,1.8605471817448215e-36,5.201290373471312e-35,4.7308955628359716e-33,2.820899200196996e-35,2.604203884088242e-35,3.162561989973885e-33,2.604203884088242e-35
305,6.649573865523579e-171,1.281217215426286e-170,3.148234182236729e-216,3.0834809625727015e-187,2.0775670435888664e-176,4.6002349452978195e-210,4.3945633505151745e-198,1.0241739586037822e-187,1.3868851623622537e-204,9.731275303429796e-202,1.2726119516967038e-191,6.568196945161212e-203
306,3.509053617267347e-25,1.0466346930361138e-24,1.0826242974153898e-32,8.179502411254066e-29,6.881904195188523e-27,4.321265846365661e-32,3.98718145592402e-31,2.683738087996416e-29,4.5321618125547665e-32,1.3321805096298778e-31,1.0785390985134034e-29,9.992330303246584e-32
307,5.815395450175074e-195,2.968757596491668e-194,1.577419825799621e-240,1.419836260428002e-214,6.432441626853713e-203,1.6281475440055112e-235,2.4199809238771914e-223,3.305417851160803e-212,2.2834690496433197e-227,1.8197236819005113e-224,2.102069202548137e-213,5.120474259406394e-225
308,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
309,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
310,9.11931265354476e-253,6.927473020307636e-252,1.304088e-316,5.101626353293735e-273,1.5428008546517685e-256,1.270740703758438e-307,2.5600389746049056e-290,3.151899522949158e-275,2.752025863743262e-299,2.3051657677693378e-294,7.826324679536004e-280,4.1290831460873037e-296
311,4.392617743738147e-135,1.5067637984791383e-134,9.368591359672526e-169,4.196098822692311e-146,1.9611952942678992e-137,2.862805185193909e-164,2.0571724893203494e-155,2.3215460360304735e-147,6.416317583743775e-160,1.047722145663235e-157,8.194092435462262e-150,3.3905485991422752e-158
312,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
313,1.2316922000788158e-36,3.356936416158073e-36,1.0008733267866633e-44,5.203031859141157e-41,1.2220601930160364e-38,3.967145867744475e-44,2.9823128099007745e-42,6.78346846990035e-40,6.99457869979781e-43,9.948817585780028e-43,2.7176325480271535e-40,7.462342432219045e-43
314,7.923804950960351e-154,7.045256860202214e-153,1.1499834472620595e-196,1.8496995120266622e-172,4.4299006765416757e-162,1.0050176156827685e-192,2.405880088719765e-181,6.812378752087783e-172,6.2757869342553364e-186,1.713762603222936e-183,2.5434956487752895e-174,1.4477969700903279e-184
315,3.353253769711945e-290,1.8179130425199205e-288,0.0,0.0,6.642424358796e-311,0.0,0.0,0.0,0.0,0.0,0.0,0.0
316,1.8299601538383746e-40,3.77486003948852e-40,8.711233549434289e-45,3.978723810458522e-39,1.317012783949863e-36,1.7929350691195663e-42,7.422375892043447e-41,2.6966262240082926e-38,5.912417691024883e-42,7.449958972933953e-42,2.859662584222706e-39,2.3301316828935743e-42
317,2.6841445474586142e-250,3.3088004676640357e-249,3.077e-320,1.162342512004189e-274,4.68669241031991e-258,1.44033878378853e-310,2.1684256199639146e-291,1.5037056876199814e-275,1.1454580418803358e-300,3.243709935836449e-295,7.948363753255055e-280,3.6363168295320333e-298
318,1.0081583344047245e-53,2.2893556841069977e-53,1.3166043442155244e-68,4.190746140398425e-59,1.5515247887265887e-55,1.003561263438892e-66,1.9983571693465408e-63,7.569021558898084e-60,2.570463873703797e-65,5.54270178118851e-65,1.721739055273339e-61,1.4451052256238435e-65
319,3.613420849221698e-169,2.7825795523977926e-168,1.087356984997129e-208,1.1048252548068398e-181,5.549997084796404e-171,7.808360939031908e-203,6.6576404548806365e-192,5.3865653071131976e-182,7.647747900305242e-196,8.514858021648787e-195,3.8296439740144e-185,8.653463289444654e-196
320,4.192635439092501e-125,1.862474286042867e-124,1.340493530782964e-156,3.496728837706073e-141,1.2572361759231685e-133,1.1663660594887716e-154,2.79438244207527e-146,4.838106752005159e-139,1.4893813062424834e-148,1.405267195108438e-146,3.262777544833421e-139,1.405267195108438e-146
321,4.589505601782558e-203,1.5611351300020444e-202,1.4787406929467317e-256,6.7457885057418295e-226,6.735357953636151e-213,3.3212116609572065e-251,5.908154702227288e-238,4.759395843097539e-226,7.139555522169086e-244,3.984117296879866e-239,2.5875216480893463e-227,9.459118067230947e-240
322,4.587701863423739e-20,1.1584000313290809e-19,9.405469723869253e-25,3.816086916279656e-22,1.1164944351045342e-20,5.258099347503004e-24,6.972190703261608e-24,1.8815720172427287e-22,4.6490356826413405e-24,3.487117567059882e-24,1.2551169804524686e-22,3.487117567059882e-24
323,8.193552795071483e-188,9.414970184789527e-187,2.889203171160388e-248,6.375268779215033e-212,5.3853565190073755e-199,1.3670431148913055e-242,9.965846370487568e-230,4.590605636976512e-218,4.445773454892572e-236,1.5627970510277006e-231,5.008789785036851e-220,2.4755059225151872e-232
324,2.4420577387305286e-92,4.6982703810485616e-92,1.0195572825862222e-108,4.30474990635574e-100,5.1001661232903804e-95,7.748711400962617e-107,9.022331945142392e-102,1.2105610449967942e-96,1.2863834795382407e-102,4.517782697378662e-102,8.094091277070092e-97,4.517782697378662e-102
325,1.0308724807555322e-35,1.6707892428186184e-35,1.3462434450309065e-44,3.298633132677196e-40,5.27786366754137e-38,7.902302948582677e-44,1.9808581546094063e-42,4.040125830749705e-40,1.0169858149359442e-42,9.949789909625391e-43,2.7181636987254877e-40,9.949789909625391e-43
326,3.7492387792135313e-175,4.4206019110941015e-174,1.060822072488574e-224,2.0714601335680412e-191,1.9385759945934007e-179,6.387434084626919e-218,4.04204122232839e-207,1.8589509546155482e-196,6.779543152373816e-213,1.8671642897729007e-209,4.72879879004379e-199,2.113857163417413e-210
327,2.6232456047668544e-28,5.820653420171713e-28,1.0238778049156906e-32,1.6224442525804935e-30,8.16727322904692e-29,3.020973543063824e-32,2.663580037974682e-31,1.6168605586720078e-29,1.6652256211316749e-31,1.3323107070995444e-31,1.0787498947800922e-29,1.3323107070995444e-31
328,1.412972216573259e-51,1.5226589963611136e-51,1.0870600127195001e-60,5.583213078445214e-55,4.997455157842423e-52,4.311812840648916e-59,2.8906962942123344e-57,2.9826868596991315e-54,8.298159222922723e-58,1.4524184846682518e-57,2.0079307492257164e-54,1.4524184846682518e-57
329,2.6681946366466844e-57,4.4048328697579646e-57,1.2689828275964084e-72,2.9792553768015117e-64,1.1494850304015299e-60,4.441720772094608e-71,2.1275608316598724e-68,7.300969966519344e-65,2.282545135920659e-69,1.0846763225949095e-68,5.059453074813626e-65,1.0846763225949095e-68
330,1.2069262289145992e-68,1.3809886032175455e-68,1.3503664436504239e-80,3.4668798234834297e-75,1.5135815713990347e-71,5.185601953691878e-79,8.285129737647066e-76,6.517662997088731e-72,4.143779538910883e-76,4.1441845608578e-76,4.348506599068121e-72,4.1441845608578e-76
331,5.2060814e-317,6.8514203e-316,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
332,6.712077819721883e-44,1.4246478715943953e-43,8.322538520522709e-49,5.655783281301416e-45,1.7357842657943675e-42,6.804507627192932e-48,3.886256387230632e-46,1.1932227926542322e-43,1.6204209508281872e-46,1.9448377462129377e-46,7.968817645046871e-44,1.9448377462129377e-46
333,8.485408000468445e-201,6.591867129503131e-200,3.331230169938147e-260,2.127702369277164e-225,2.6817792315651486e-212,1.433226738397952e-255,1.8958432945797125e-240,3.601141995426466e-228,1.5995081952902103e-247,7.778438118851905e-243,7.568055849915997e-231,5.706569360726787e-244
334,3.6262697313021012e-298,9.799534783660755e-298,0.0,3.35348812066e-313,3.2647486253651445e-295,0.0,0.0,3.2372114189394e-311,0.0,0.0,4.76844175e-315,0.0
335,4.1291345143749657e-107,2.1895616775414156e-106,9.949530560250198e-137,6.962521236978386e-118,1.0828695860781337e-110,8.983101330197782e-133,1.0713252564877512e-126,3.717625659479338e-120,9.289218873865558e-130,4.920251208156242e-128,1.5036535952347963e-121,1.5390814677324995e-128
336,9.706831443768722e-237,1.676855869893341e-235,3.5240796e-316,6.114058180283302e-272,4.4959169380099764e-256,1.1235090346499e-310,7.423093220366567e-290,1.0270925116906229e-274,1.392362479702017e-299,1.8448516599002278e-294,6.09187544649836e-280,1.3272420245472437e-296
337,2.3325435360962615e-44,8.836809650012113e-44,9.108874421847826e-57,4.948777439178713e-49,9.857871095829867e-46,6.962499271800195e-56,3.3297416397881114e-53,2.8299104255827612e-50,6.790723709727126e-55,7.429846829287827e-54,6.847713426686474e-51,5.572929725672084e-54
338,4.42891618773883e-40,6.217549466393287e-40,8.962139285039457e-45,4.4489403298396266e-41,8.713633177715142e-39,1.3355579983663122e-42,1.9866566355053272e-42,4.063738468118358e-40,8.526486443291003e-43,9.949789909625391e-43,2.7181636987254877e-40,9.949789909625391e-43
339,1.0928882626632372e-40,2.1469338478018953e-40,1.3053717586343504e-48,1.0988890936162583e-44,2.7235643371537113e-42,9.579609731652936e-48,3.883600285227847e-46,1.1915935013241656e-43,9.87516396016936e-47,1.9448377462129377e-46,7.968817645046871e-44,1.9448377462129377e-46
340,5.483637023340305e-40,1.0397391030381596e-39,1.0952420106564566e-48,4.83399415725802e-45,1.3437610012306317e-42,4.350481178870023e-48,3.88701553272296e-46,1.1936886219648758e-43,9.723238360782143e-47,1.9448377462129377e-46,7.968817645046871e-44,1.9448377462129377e-46
341,2.210481166881538e-68,3.846736978928166e-68,8.976370548884131e-77,4.782769636221084e-71,2.123867466226802e-67,2.5427554352271767e-75,4.237016116701883e-72,2.2214384168280654e-68,1.4309434182069232e-72,2.1201648213348504e-72,1.483275600942136e-68,2.1201648213348504e-72
342,1.0681289889403279e-254,4.859628728479414e-254,1.562922147985e-312,1.9989996419458373e-275,1.1887872724114721e-259,3.442095019821706e-304,3.8302308109712646e-287,2.5994402933116258e-272,2.292232859172906e-293,5.364936057032696e-290,1.9013688093989984e-275,4.362663657187844e-291
343,2.899359853630911e-38,7.885397676748006e-38,9.357458085985923e-45,4.625130158059359e-41,7.907251319512739e-39,6.30693975363854e-44,1.9847202293893035e-42,4.05583852236176e-40,1.0346689293671713e-42,9.949789909625391e-43,2.7181636987254877e-40,9.949789909625391e-43
344,1.6001152089059194e-59,3.703461156308158e-59,1.3661139073043405e-72,4.848572115709283e-66,1.5392133723657282e-62,2.2518211345917225e-71,1.1902338600145732e-67,5.286559641394444e-64,1.957465458913223e-68,1.0837230868851789e-68,5.050569048343367e-65,6.025914133496463e-69
345,8.906652169422198e-100,9.310628001956732e-100,1.1317509011017717e-116,4.813319677511304e-106,1.9393894315835232e-100,9.195162520917045e-114,1.032221856325329e-108,4.031234944998843e-103,3.640035188244375e-110,2.5883809891509433e-109,1.1587741713958694e-103,1.2945067153627328e-109
346,3.3507840900455046e-93,2.521097309440271e-93,1.0440214101449688e-104,9.180175552885392e-97,4.578165759579823e-92,5.388835394281677e-102,4.6059380661964113e-98,4.111602908818147e-93,2.3770890845764432e-98,2.311297627978924e-98,2.7608945346086086e-93,2.311297627978924e-98
347,1.616438305284729e-39,2.0623682638890514e-39,1.121519781906332e-44,2.749718199897649e-42,3.0497407871657287e-40,1.2293518588833366e-43,1.989763498150457e-42,4.076448666323727e-40,1.989763498150457e-42,9.949789909625391e-43,2.7181636987254877e-40,9.949789909625391e-43
348,2.5537835311422103e-143,1.2610657088209846e-142,1.551373635698778e-180,6.418366521181756e-157,1.738197530714059e-147,3.773464841543505e-177,7.802525403327312e-167,3.786198192164718e-158,1.011587691321174e-171,7.831341458904152e-169,2.0683222241748702e-160,1.102143715763872e-169
349,3.8262352726296704e-146,3.099242090145052e-145,1.1328897920646636e-184,7.279360428522074e-162,2.065397970177817e-152,5.4578987020708135e-180,1.3700875641072318e-170,8.652062593826514e-162,6.502607086367809e-175,5.1627664757494264e-172,2.8034275059603337e-163,1.5858886782325418e-172
350,3.261238999684573e-58,7.863854430812014e-58,1.8584871851025718e-76,1.996679332549205e-67,1.1688666326430235e-63,1.9639636977802293e-75,6.124163470738642e-72,3.4419888313126726e-68,3.506038901287108e-73,2.1199576323559258e-72,1.4829857571510383e-68,1.590123616001138e-72
351,2.805115053606666e-253,3.642017295846844e-252,0.0,5.496430236875295e-282,1.6295266183243782e-265,7.27487e-319,8.802185987952594e-303,1.6418395263388222e-287,1.7320193247347e-311,4.596086268873848e-306,3.9532972496617194e-291,2.4628616940375867e-307
352,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
353,1.1897060394859594e-27,2.5322301543659253e-27,1.100886455843915e-32,6.036396510021567e-31,2.4017715429110804e-29,2.329238954973031e-32,2.664100624320422e-31,1.617492453370072e-29,1.9982707453580098e-31,1.3323107070995444e-31,1.0787498947800922e-29,1.3323107070995444e-31
354,1.6438990009554883e-111,1.200791544479563e-111,9.696849513179701e-129,1.211540428863159e-111,3.4615678702393905e-105,1.8449449040218315e-123,2.101613580351544e-118,3.4470846054651533e-112,3.9976194232527e-121,1.9224992093961352e-120,2.8881924428736384e-114,6.5734664389629205e-121
355,1.0310756479670745e-183,5.656149747194013e-183,1.575322721986739e-236,1.4448253155602962e-204,1.4383219359941547e-192,2.220592302110405e-229,1.0789733107898244e-218,1.3986072552850831e-207,6.655885102950386e-224,2.792366096563282e-220,2.787305261262481e-209,1.0475466940359096e-220
356,5.27789310249198e-84,3.681726993773209e-83,1.6166476869941622e-116,1.0954853711315549e-98,1.5074417159426315e-92,7.091809658702214e-114,1.8819449910330949e-106,1.3500749454888935e-100,2.6443146720622156e-110,8.613620968591534e-109,4.38875064076849e-103,1.3146904091285819e-109
357,1.4574586355967912e-97,4.872928983615271e-97,1.1745595600445406e-124,4.1556212545875574e-106,1.5230884118939005e-99,5.064896144748187e-121,1.0704425387997386e-113,2.0338243086187192e-107,4.243039045981598e-118,5.922598623169738e-116,8.268807133494948e-110,1.0112775802957562e-116
358,6.197755832324231e-31,1.4545728721391011e-30,1.0366716148719009e-36,2.265507617494038e-33,1.8176019897395685e-31,2.2071697379261092e-36,5.189637916276268e-35,4.7097712900225324e-33,2.0087553322169987e-35,2.604203884088242e-35,3.162561989973885e-33,2.604203884088242e-35
359,1.5799183694916894e-267,3.4646239808436754e-266,0.0,6.966598446478652e-298,7.290605973759247e-281,0.0,2.1834960204e-313,1.4664742464064076e-297,1.103e-320,5.130072e-317,1.6483397580287713e-301,3.08664e-318
360,1.5821906514865382e-291,1.1954659094417365e-290,0.0,7.750813e-318,7.624389845565046e-300,0.0,0.0,4.037994e-317,0.0,0.0,3.60954e-319,0.0
361,1.734158460266115e-210,2.5266048823802458e-210,2.3083119905444267e-264,3.540080386624404e-226,6.210989504254742e-213,8.245732107058921e-257,2.009506626940749e-240,1.2571199547755236e-227,2.9207578002965925e-249,1.1303434471770057e-245,2.2237842296594855e-233,1.0418114248049988e-247
362,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
363,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
364,1.6039523963474951e-172,9.942255113605907e-173,2.4150856219222225e-204,2.1671526022397595e-182,9.964357643521272e-173,1.7959976204713943e-198,1.290421646940854e-189,4.890313766113593e-180,1.3741033214313988e-192,4.366848638921389e-191,1.3126787389004134e-181,1.0537368220732672e-191
